user,sku,category,query,click_time,query_time
734bfcf4f3d2fa9a3f27fa86820fb4ead5bf081a,2541184,abcat0701002,dead island,41:09.0,40:57.3
73576629723ec437c98892ac8311ea6fe10adbdb,2173065,abcat0701002,Batman arkham,35:38.3,35:09.6
7359fc4093a4e9384dd066cb0502aaba03def6ae,3046603,abcat0701002,Batman Arkham city,12:48.2,10:06.5
735bca64b162f42a55fc0f57183886104a04cd88,3184908,abcat0701002,ufc,49:39.1,48:43.5
735ebf9beb93ff767192fd7b9480ad178a62e81d,2670133,abcat0701002,Call of duty modern warfare 3,12:53.8,11:07.1
735ffb983b0d718d4931c62021c73665583a80a9,9902347,abcat0701002,call of duty,12:28.9,12:21.5
7362f7e87288856c3ae2f15766254ab706e47a9d,2541184,abcat0701002,Dead island,46:19.5,46:06.8
73649be5bde63775f03b63e9b35d71bc7a160205,2897116,abcat0701002,dance central 2,19:49.7,19:26.5
736854062bffab2975f63f3d1de6d43f801a8dcb,2670133,abcat0701002,modern warfare 3,46:20.3,46:13.7
736acf4208e82ff3483c872c440ca34233a95a40,9854804,abcat0701002,Gears of war,08:10.9,07:53.2
736d7033966ff07c1ba8225f691352439df2903c,2107458,abcat0701002,battelfeild 3,36:10.3,35:31.8
736e199b9e5d39755ed1d70f32fa0dbc8b468d59,2173065,abcat0701002,batman arkhem city,03:32.7,03:04.7
736e199b9e5d39755ed1d70f32fa0dbc8b468d59,3046603,abcat0701002,batman arkhem city,04:37.9,03:04.7
7370bca844f2496ac765eb1c648847daa837a9ea,2107458,abcat0701002,Battlefield 3,14:11.2,13:19.3
7373729fe8261937c6853ade9882544f9a6866a0,2802508,abcat0701002,Just dance,26:29.8,25:29.2
7375bf1b93778f4fffee13385b4b29605e32bbdf,2670133,abcat0701002,Gears of war 3,18:29.8,16:00.2
7376dd63eb94d3d7dfa195f47f90e713c669c86e,9854804,abcat0701002,gears of war 3,24:18.7,22:55.9
73780586b10aed15108ee70eb932715714b2ff80,2107458,abcat0701002,Battlefield 3,52:25.1,52:05.3
737878173f4190b93c41a6c6e85b8fd1d3ef417e,3447104,abcat0701002,Oblivion,47:34.4,46:47.6
73798d62456fa741d14ef31160a59589e90e3e31,1180104,abcat0701002,microsoft,06:42.8,06:37.4
737bf22a7b299f5712184fba066654534c232d68,2633103,abcat0701002,rocksmith,12:53.9,12:19.2
737d56db78a34cfb1b50822698b30100a9d7ffce,2977637,abcat0701002,NBA 2k12,03:45.5,02:50.2
737e679c82ff29fb4abe0d1851302b678319e3de,2758085,abcat0701002,dark souls,12:06.3,11:42.6
737f873629bd930de883e9003622deda09c39574,3046603,abcat0701002,batman arkham city,55:59.1,55:40.8
738033c5bbfa6f17978aa50f87e9fe3f2f1820e2,3447104,abcat0701002,Oblivion,48:25.4,48:08.8
7381a4860337ba985d40f8c63e48f5d36d1f9f23,2671044,abcat0701002,xmen destiny,10:58.2,10:45.5
738234cffc74a81eb399ac9b4bdbcb341cb9a35c,2758085,abcat0701002,Dark souls,51:08.2,51:00.2
73830974f27daa953bc597be758162077cd32a13,2670133,abcat0701002,call of duty,19:39.5,18:51.9
7383ab00961502ffca1b4ca21410eb14c4f646fb,2945052,abcat0701002,Modern warfare 3,40:33.2,39:26.2
738958e4bc51dad5fb8977b46499ba9b9b0b4203,2107458,abcat0701002,Xbox 360 games,40:40.6,37:58.3
738d922e0d880c278721f76ca5550154da674250,2842639,abcat0701002,rise of nightmares,47:19.9,47:10.7
738e1e4dbc39e909a618d6f05b39b04738928274,2467129,abcat0701002,Gears of war 3,51:00.0,49:32.4
738e9081133d7a3769bcb936559773943867db4e,9854668,abcat0701002,halo reach legendary,50:36.4,50:21.5
738eea620cf7d50b9804fdba8ea75a3d7c5b7ad1,2173065,abcat0701002,batman,07:56.9,07:18.0
7392545221ccdefb7f6b6eaa23c1bc2fc5d0e2a3,2340293,abcat0701002,NCAA football 12,11:49.7,11:26.6
73942482e05f24dc146003205034b75d3b341a51,2670133,abcat0701002,Mw3,40:37.8,40:32.0
73997e76897ceb2765b2df7f77756e5ae910ab86,9276473,abcat0701002,modern warfare 2,05:37.7,05:14.5
739b7bc2295d3ba3d4b9127d527f06db85003c2e,2541184,abcat0701002,Dead island,59:02.3,58:17.1
739bb4c363482006601cc72207e6dd5a18f56590,2541184,abcat0701002,Dead island,29:07.8,28:49.8
739c5569eeb7cf03c811e18b906aba9bb8882f60,3455398,abcat0701002,xbox elite,04:55.4,04:11.7
739c5ac4faf3e138110481313324f9a61d794874,1251132,abcat0701002,Deus ex,09:11.7,08:51.5
739c7f986a814206cbc2adbfc2ec601cfaa70a0c,1182175,abcat0701002,Battlefield,38:44.5,38:18.9
739f14c1e9cdf112b7901b0b6b5505cdf32f90db,2670133,abcat0701002,Call of duty,41:04.8,40:27.8
739f7f83ed3b9f1923bd0f977e69eacc155fef2c,2107458,abcat0701002,Battlefield 3,20:50.1,20:33.7
73a232765714ad5dd7a0bcfe7968afef99fcfa3c,9963729,abcat0701002,backyard sports,15:25.7,15:11.0
73a4950d770bd291a61944ab4f1ca3435b2523da,2107458,abcat0701002,Resistance 3,48:53.4,47:24.7
73a4950d770bd291a61944ab4f1ca3435b2523da,2095189,abcat0701002,Skyrim,50:50.8,50:37.8
73a524ae8ae0598499903b2eaccd37271705e2ac,2897116,abcat0701002,Dance central 2,23:53.4,23:33.9
73acfc8b8658a5fe020264b52398cea7cd3bc394,2467129,abcat0701002,gears of war,52:23.0,51:56.1
73b08a0c08b463d98a195bb7632c9be815cabde2,1228939,abcat0701002,wired xbox360 controller,18:48.5,14:06.1
73b0eeac060e00c187bb9ac361adbf8d7e8e4cbb,3088387,abcat0701002,Marvel Vs capcom,28:41.4,28:00.7
73b2fbf58f644627b0a8c1aa781fa796ee546beb,3455398,abcat0701002,xbox elite,40:13.6,39:49.1
73b50a5a4525b77507faa17e270a501561226f0b,2467129,abcat0701002,Gears of war,55:24.6,54:53.5
73b80a12ef907384cccf7ce1bb4e54fa4d4dd2dd,2541184,abcat0701002,Dead island,57:52.6,57:32.8
73bcff9538e32ce6a705893510a5351af76ea73a,2945052,abcat0701002,Warfare,19:34.5,19:20.4
73be4ed26eaa057c73641ef00e54efdb5c795e2c,9854507,abcat0701002,Halo,04:55.5,04:23.5
73c3137c37dbb88cc7067240c2801a048313cd0c,2330703,abcat0701002,Saints row 3,10:09.4,09:42.8
73c53c136d417cb5b4784e8bf10a720c0c1f38aa,9460736,abcat0701002,forza,36:18.2,32:02.6
73c5c965b690d5aa95a33c64ee12fbe39a0bc905,2467129,abcat0701002,gears of war 3,13:47.0,13:30.9
73c7e2deec353dffc1ee39df3fd0657da25073b8,2340293,abcat0701002,NCAA 12,44:39.8,44:22.5
73caf0a92fdd49ac5752f1b674dc79b3b63d9906,2856544,abcat0701002,Halo,35:51.0,35:04.5
73cd5006b4e39f7e4a84efbb03738408e4f24a93,9461183,abcat0701002,final fantasy,17:17.6,17:13.7
73d03bc7c63f9682e18c568172a89583105d0fea,3046603,abcat0701002,Batman arkham city,11:19.3,10:42.1
73d0f8881406ba32c59ae1515119a3f574653a69,2977637,abcat0701002,mba 2k12,39:38.6,37:50.1
73d2736131e0423663836a2fd55d0c8a453c85cc,2541184,abcat0701002,Dead island,15:06.3,14:59.3
73e1abc94b09e3b5b10848e9dddc14dd76fd5062,2670133,abcat0701002,Call of duty,05:40.6,03:56.8
73e44b2b7243cc8856a411b7b0deaee1e5e95ce5,2945052,abcat0701002,xbox360,23:15.9,21:08.0
73e5ea8f7dee08454a59f351c1b25f60735868ff,2173065,abcat0701002,batman,01:05.0,00:17.6
73e6916279cbd94d40540bb97b065804643b142f,2173065,abcat0701002,batman arkham city,08:13.5,08:05.2
73e6df8d83f2f32f39e491fe5d3edd6c201a8aa5,9540428,abcat0701002,Midnight club Xbox 360,38:33.9,38:28.8
73e898abb4b118a5e1e0972a9695cc858033c348,1580049,abcat0701002,XBox 360,07:02.3,06:06.8
73e9061c4e3433155d832fa0986f83bee9c1e578,2467183,abcat0701002,gears of war 3,05:40.7,05:01.1
73ea55e80978eccd1e630bbee44c7f1059204fab,9854804,abcat0701002,Gears,36:32.1,31:58.0
73eafe5f4fad9a9e211d4ecdb84e261084e54041,1228939,abcat0701002,Rage,20:01.5,19:53.7
73f4bf1d560787a40af857dab280a0e96c3e0874,3046603,abcat0701002,Arkham city,55:39.4,55:16.8
73f55d9b9a19e255d83a260c4d0be977cedfec92,2467129,abcat0701002,gears of war 3,23:47.5,22:41.1
73f56898d73a6aeb04ac2191444a20621fa484a5,2541184,abcat0701002,dead island,18:56.4,18:47.8
73f5ee0cc7d9a128b3d08df9a54cb3ceea7a1682,9276473,abcat0701002,Mw2,42:47.0,42:17.1
73f70a1548d6d3c724aec7fd18b981e62a2cfdce,2173065,abcat0701002,ColumbusDay_VideoGames_20111009,33:14.4,31:32.2
73f717538e601d94de5b36be2aec28e47981ca04,2541184,abcat0701002,dead island,05:21.4,04:45.8
73fc0cfa74d087e3900fbb55d497f12a76da8100,8237302,abcat0701002,ghost recon,52:14.3,51:37.7
74010e14dcb158d141862495288f3535024e7f4e,2977637,abcat0701002,nba 2k12,59:38.4,59:01.1
7401a50db8438d4eb03a5301e3166508794e9154,2945052,abcat0701002,LaborDay_Computers_20110902,11:52.6,07:58.8
740569223b8f830fd2b1f5e2f4faa81ba26c368e,2977637,abcat0701002,NBA 2k12,32:19.6,32:13.7
7405a6be4ad5eb77f666eb5a0b0116d8b3359eed,2467129,abcat0701002,Gears of war,54:38.0,54:24.0
74079e7951c84929911b9463394fcae485d9b261,2467183,abcat0701002,gears of war 3,09:44.7,08:50.5
74079e7951c84929911b9463394fcae485d9b261,2467129,abcat0701002,gears of war 3,10:37.7,08:50.5
74079e7951c84929911b9463394fcae485d9b261,2032076,abcat0701002,gears of war,20:28.6,18:45.4
74081f72d7597b67f065b3e6f1431bd35e1ad1d4,1180061,abcat0701002,xbox360,05:57.6,04:52.1
7408c6c49692f9c8445b41973953980a783986b7,1775051,abcat0701002,Lego star wars,40:46.1,38:17.8
7409bfc775fa9351661585d8886f8a070d99c817,2953607,abcat0701002,Forza 4,13:21.4,13:07.1
7410ed5c9e66ad90b37c333f7333799a0fbdb39b,8237302,abcat0701002,ghost recon,24:33.9,23:57.8
741626baa78c1c7e9c9002706d2efc0b8600decd,2802508,abcat0701002,Just dance 3,12:19.9,08:13.8
741626baa78c1c7e9c9002706d2efc0b8600decd,2897116,abcat0701002,Dance central 2,34:21.4,34:13.6
7416f11e66698987121baf3d10443ad7863d4996,2755149,abcat0701002,Ace combat,47:35.5,46:00.2
741708772b6c741bee046907cb149c38ca4fc7b3,2815178,abcat0701002,Metal gear solid rising,30:40.1,29:47.2
741708772b6c741bee046907cb149c38ca4fc7b3,1228939,abcat0701002,Rage,49:52.3,49:34.1
741a3d29a5f5deda7c6df222a05951eb6239b631,2173065,abcat0701002,Batman Arkham city,42:49.2,39:36.9
741b696ded29ec7c0a24d1b30c8a2bc7e480611d,2078113,abcat0701002,xbox 360,49:18.2,48:55.2
741fbcddf8895b57a7fecbef2b2a693dc8955c4c,2953607,abcat0701002,Forza 4,06:33.6,05:18.1
74206887b38f6f0398eda01057f24fd5f7846da7,2095189,abcat0701002,Skyrim,56:44.4,56:19.5
742072c9fd8cdef877b1d32a42defb9e0e31216b,2842639,abcat0701002,Rise of nightmares,53:53.1,53:43.4
7421c61fe068f5cf62c38483bc27c79a89cf353d,2670133,abcat0701002,Call of duty,43:41.0,43:06.2
74286c7bbe184f9904f49914044881ee521fdbd0,2541184,abcat0701002,dead island,15:24.9,15:04.4
7428aaf14ecf6394788cc2400e6e38ccbb00ecbc,9854804,abcat0701002,playstation 3 systems,56:30.2,55:42.6
742a3a827e7e1046021c9092a10a371bf247802e,2107458,abcat0701002,battlefield 3,29:13.3,28:54.0
742a51ab9f42452aafdfa5581bc173c5ac00d25b,2173065,abcat0701002,arkham city,14:03.8,13:54.7
742c98489ad40564c901feaac47c8397eecf669e,9562957,abcat0701002,Lips,58:58.8,58:35.9
742d2830afdc3b6b2269c55449fcc4f76a759091,2670133,abcat0701002,Call of duty mw3,26:35.4,26:24.6
74303b9a32a44b3434ccb1a3bfec599a13cc8940,2541184,abcat0701002,Dead Island,36:53.3,34:36.3
7430d63e7d146a6cad6c5c34c8c9557f3b12810e,2758085,abcat0701002,Dark souls,12:29.6,12:17.3
74324a5cf055cacc55602ac2e26208da2b68da44,2467129,abcat0701002,20110801_GOW3,25:22.4,25:07.6
7436011ba89abc2f225efe7e49c2295baae07127,2541184,abcat0701002,Dead island,25:36.8,25:23.3
743a39c07b399dc9e9fd86d4f7c9796ef92f75ba,1808056,abcat0701002,MLB 2k11,06:29.4,06:22.5
743cf6725181d30d6acc1c7e52c822c30ae5b64a,1493444,abcat0701002,csi,57:19.8,56:49.1
74424026514defa0b590cf44fd0da08de7303cdf,2633149,abcat0701002,rocksmith,16:35.7,16:07.4
7442ba524dcffa3de2b22abac2913b2aaa2e8ee5,2173065,abcat0701002,Batman,38:18.6,37:44.8
7444908ef0a3cf03e091d63cf3a32ce42b0417dc,3455398,abcat0701002,xbox elite,14:45.8,14:32.3
7448f963158f4de96b9d1318b2e270df33040855,2107458,abcat0701002,battlefield3,11:16.4,11:00.0
74498c6a70d26ec620be71148b26b48701cf5965,9328809,abcat0701002,bioshock,31:28.3,30:58.8
74498c6a70d26ec620be71148b26b48701cf5965,9854804,abcat0701002,bioshock,34:01.7,30:58.8
744b12156f20dba756258753397d45328045fec1,2467129,abcat0701002,Gears of war,39:29.8,39:02.2
744c7b1853ab745d6670db35a8f00b89adb5b17a,1228939,abcat0701002,Lord of the rings,01:31.9,59:54.6
7451e8caa1db8859e6e4c50d79fb12dd5fe57df8,2078113,abcat0701002,xbox 360,39:55.8,39:36.0
74523e733f4bfd08ae14b3619c0d438a04f288bb,9663261,abcat0701002,mass effect 2,24:11.4,23:28.6
745381e0d63985be9a34b751746fc04fd2a0eb95,2945052,abcat0701002,LaborDay_Computers_20110902,14:03.4,11:52.0
7453dccc603f0e01678210d7592b06ab4587b3cd,1092494,abcat0701002,Driver,27:43.4,27:32.1
7457376de235aece65c1753d9c4b393bc24db500,2802508,abcat0701002,just dance 3,59:52.3,56:45.8
745901c4c28f8a463fa770f7f2511a865a08716a,3046603,abcat0701002,Batman,33:39.4,30:18.2
74592fef3f57fbd980a0903122ebb95d7f627f90,9854804,abcat0701002,geears of war,02:27.2,02:18.5
745939dd02312503e0a277b3b31e51c72ca4db0e,3455398,abcat0701002,xbox elite,08:24.0,07:37.1
7459e3cbd89e199e52342e525b48a2207a63746f,2802508,abcat0701002,just dance 3,41:07.5,40:54.8
745a9751662fff970158be8d2c066f669af57208,2613542,abcat0701002,Assassins creed revelations,35:42.3,35:03.4
745a9751662fff970158be8d2c066f669af57208,3021387,abcat0701002,wwe 12,38:30.3,38:15.6
745a9751662fff970158be8d2c066f669af57208,9854804,abcat0701002,Gears of war 3,41:10.5,40:48.4
745de6b6dd2a0b26d89b7614b1acec27b2aad48d,1251132,abcat0701002,deus ex,23:26.2,20:22.0
745ece6db7085c1715aa4a4c9748b1e4a20b8220,2704058,abcat0701002,FIFA,54:47.1,54:10.9
745fe6ae797bfb8e37e0d202b051baa04e120563,3046066,abcat0701002,Guitar,23:26.1,22:42.8
7462726a2cdec087058cc0402e12ac9fe4ac0458,2173065,abcat0701002,batman arkham city,03:39.8,03:17.6
7463f672ec183c4b2ade2f54a29cfc5bc5033177,9854804,abcat0701002,Gears of war 3,04:17.1,03:26.8
746484d45b22be4feaca8b9cc311b2a6164b51d7,2107458,abcat0701002,Battle field 3,49:38.0,49:22.1
74653c0113b2981f7d0e4ffb094e852d8f216b7c,2173065,abcat0701002,batman,55:27.9,55:17.1
7466c232f03063ed2985aa108ff130e868392086,2663112,abcat0701002,dirt,05:28.1,04:48.9
74679faffb0fa669a5bfe363389b7cf1ce46681c,1251132,abcat0701002,Deus ex,11:39.8,11:24.4
74688e6e15f8bf2686f71ef5d0734df3c6510040,1199284,abcat0701002,Xbox biggest loser,59:18.9,58:22.2
746c27dc0cc746607fd077564c9997aa0ff2fd7f,2107458,abcat0701002,Battlefield 3,44:15.0,43:38.6
746cb2711a10740bb834f6d06f9e17aa6f1323a8,2758085,abcat0701002,Dark souls,32:07.6,32:01.2
746d7d3d940aa8fa8a7b90528b40604c06b3424f,2107458,abcat0701002,Battlefield3,13:14.6,12:52.6
746db1456bc2a47d0c89aeb1b5cf4aeadc66cced,1997154,abcat0701002,Country rock band,24:06.0,23:41.1
746e502c3763433ef6d4a609fbae0ade226936d0,2945052,abcat0701002,hardened edition,42:05.2,41:44.1
746f4706bb942bd14a79b95651dfd562d4f16e4b,2541184,abcat0701002,dead island,18:56.0,17:56.9
7471443fa84605723ced47d88e9d51706517cd7d,1493444,abcat0701002,csi,08:20.0,07:08.7
7471443fa84605723ced47d88e9d51706517cd7d,9254111,abcat0701002,halo 3,08:56.7,08:43.0
747196fba998e0049f656dc46a44c1421e203aee,2541184,abcat0701002,dead island,33:07.6,32:52.7
74720eefc521538e894863221a7c6d052d784fc6,2173065,abcat0701002,Batman,08:26.2,06:49.3
7472670b5e6b465cd27e33a4abf7953b12984f75,1228993,abcat0701002,hunted,14:54.7,14:30.9
74752959f0fff27ad11019c97459bfbb7d740e7a,2758085,abcat0701002,Dark Souls,55:49.1,55:40.9
7475f62f6ef4abf5b6c0d9810ab1c7f9b7c12feb,2633103,abcat0701002,2371074 2126339 2126108,11:03.7,08:41.1
7475f62f6ef4abf5b6c0d9810ab1c7f9b7c12feb,3046066,abcat0701002,2371074 2126339 2126108,11:19.9,08:41.1
747d640daa71025b0065e2490c2c9ef01e17c5cd,2467129,abcat0701002,Gears war 3,50:14.8,49:44.9
747d640daa71025b0065e2490c2c9ef01e17c5cd,2467183,abcat0701002,Gears war 3,51:55.6,49:44.9
7484fa4d1d31da055da3cc23f48f05a8736f3d81,3046603,abcat0701002,Batman arkham,25:03.1,24:48.4
7488531a2e8da041d7f9d1f4b136990a0ba1dcfd,1808056,abcat0701002,Mlb 2k11,58:27.8,57:57.1
7488531a2e8da041d7f9d1f4b136990a0ba1dcfd,2628429,abcat0701002,Final fantasy,52:28.4,48:46.0
748a5d85360eec9a800bd16153fc12bc95ac5763,2078113,abcat0701002,xbox 360,05:00.3,04:19.5
748defe88c783e58b655714d9466e8fb13ef6089,1816073,abcat0701002,pirates of the caribbean,00:27.3,00:02.6
748ffd5c9f3671aac01f77f3d699376b69b45c51,9927328,abcat0701002,Batman,36:20.7,35:37.4
74944e2f1b1fa5500ea4f7f93054661f18655af0,2802508,abcat0701002,Xbox 360,51:46.5,50:31.4
74962261b03956b6dccf9719c6f2f46e361ba32e,2967045,abcat0701002,the darkness,19:36.2,19:29.8
749b3d5340c2ce7541b5096974a5162d8557e92d,9511432,abcat0701002,Left for dead 2,42:26.5,41:35.3
749bd56cd863429fb5afd2c14c2c69d4bc11f350,2802508,abcat0701002,Just dance 3,34:56.0,34:39.2
749d0dd09f49b4d0c00fa419093ae1f2108c285f,2375195,abcat0701002,madden,12:54.7,12:49.3
74a0804b35ace0bfbdf41dec66af0ebb26f71e82,2856517,abcat0701002,halo combat,35:36.0,34:51.6
74a0804b35ace0bfbdf41dec66af0ebb26f71e82,2856544,abcat0701002,halo combat,35:48.0,34:51.6
74a193a33d6528eda58cfb40c33830bee774284c,1228939,abcat0701002,2622037 2127204 2127213 2121716 2138291,07:17.6,04:56.0
74a7379632f1fdce474329207b4a3a4ca120dff9,1078792,abcat0701002,Mortal kombat,09:41.7,08:47.9
74aa651ef7f5a8c68b432ba168f2e6f5fcf67fb9,2541184,abcat0701002,Dead island,46:13.9,46:05.1
74acc10e138e6013ec8986e15a90aadbc516ec79,2671044,abcat0701002,x men destiny,44:11.6,43:56.6
74af88df0d491ec4bdff70d7136983ad1bc69a63,1180104,abcat0701002,Kinect,03:17.5,59:35.4
74b0ab8113b9724d374a6eea14e60e4dd7be87be,2340293,abcat0701002,ncaa football 12,59:14.6,58:33.2
74b266e31fa1660b31c9029c0bfb5100c13b5117,2541184,abcat0701002,Dead island,19:12.5,19:03.4
74b7902d5e6f31b3be033ef696d92967e3d420b1,2541184,abcat0701002,Dead island,47:46.8,47:41.2
74ba67e0ec9a2ce39ecf9a8102f55ed9677cbc40,2670133,abcat0701002,Modern warfare,19:56.5,19:21.8
74bb712a09ce99da660f61a4f60b21698eeef912,1228939,abcat0701002,Rage,04:08.2,03:54.4
74bb79758312dc3b26f44218cab3fcf983009793,2107458,abcat0701002,Battlefield 3,15:48.7,15:23.5
74c0667ffeded47d52da739b6d117777bf0f4d98,3301556,abcat0701002,f1 2011,18:27.7,18:17.6
74c138a059f13b6430f08818afdebfa080d11e5e,9854804,abcat0701002,Gears of war 3,07:35.3,06:40.5
74c190d0aaf3529be7ac4f841fd0ec6d1fa275e0,2541184,abcat0701002,Dead island 360,17:15.6,17:06.5
74c19645c4c3a9d6f8d74f0ee21558bcb0f2025a,1989198,abcat0701002,Lord of the rings: war in the north,20:23.1,20:02.4
74c2cc11bdafca30ffbabb0cb87305067ffe8969,1011491,abcat0701002,Fifa,57:19.6,56:47.2
74c6e040ae3f88a200a5a23f67b686c8f9059aac,9854804,abcat0701002,Gears of war 3,28:24.5,28:18.0
74c799ae806f4e98f4c636c1e6d3ab8ab93c385e,2945052,abcat0701002,Modern warfare 3,58:13.5,57:54.6
74c9d062bd308612354ac6ac608b024a355d22dc,2078113,abcat0701002,Forza 4,20:41.8,20:30.8
74c9d062bd308612354ac6ac608b024a355d22dc,2953607,abcat0701002,Forza 4,20:54.9,20:30.8
74cae49d7c6dc45912141836f4c558810a773a30,2541184,abcat0701002,Dead island,12:47.7,12:30.9
74cb19fa08163c04013e1ad84d78d101adb56868,1228939,abcat0701002,rage,19:59.2,18:53.7
74cbf47ca0877144fa8e2382150a1e60839d0a05,3552327,abcat0701002,Dragon ball games,10:06.1,09:45.3
74d1317b3b3ac4b694bbd94278042eccb17fb746,1404133,abcat0701002,Cabelas,07:15.7,06:33.8
74d2e93275a8de7079c092afc29ce8dee73bfb7f,9540428,abcat0701002,Midnight club la,51:23.5,51:05.7
74d43329688ce76baf42a2b8b94db313fcbb9a9a,2977637,abcat0701002,nba 2k12,28:47.7,28:30.5
74d43329688ce76baf42a2b8b94db313fcbb9a9a,9276473,abcat0701002,modern warfare counsol,35:26.3,34:46.4
74d67e6815b10c686734e71b1b9bef94e9405519,3130065,abcat0701002,spyro,05:14.6,04:38.6
74d7ce35b6ed9df68392db09f1dcc5556d1ab685,2173065,abcat0701002,batman,40:09.4,39:44.2
74d8c74cc3aad78ba34cffb2f382499ff608a28c,2173065,abcat0701002,Arkham city,25:59.3,25:48.8
74d91ba524749b4b58f3818d6a30c148b249efb3,2633103,abcat0701002,Dexter season 2,52:04.5,49:51.3
74d94ad84d4c934cb2890810f3320d1de792cf4c,1013666,abcat0701002,Call of duty,16:30.1,14:42.8
74dc2fdd9ae2c4c0e61b3edb1fb70325084c2cac,2078113,abcat0701002,forza 4,55:01.9,54:43.5
74dca4842e689135aee4e61c728dd86fdeaa830b,1493444,abcat0701002,csi,18:31.5,18:20.0
74dd417bc829b6ccca1a2e8b6da1d56b0c4d5778,2945052,abcat0701002,Call of duty modern warfare 3,01:52.3,01:28.1
74dd6403acf0c896b74118a8f80aad69190390b2,1228939,abcat0701002,rage,33:32.2,33:16.1
74de8dd8581d4492cf7bc9d50f73155b414c8712,1184298,abcat0701002,Gothic 4,51:02.2,50:51.9
74deab83888ded6218ff605fd3c6ffc0979fbe2b,2541184,abcat0701002,Dead island,05:47.2,05:42.3
74e07c3a96e745d1558eef899f9e4ef6554f7578,2663112,abcat0701002,Dirt 3,28:50.3,28:34.7
74e3428a6e001fe284c525025ca004b9710f3039,2945052,abcat0701002,Modern warfare 3,21:48.8,21:36.4
74e4037f9633da37b1a4211253d0628358b0d724,2633103,abcat0701002,rocksmith,52:09.2,51:26.2
74e8280ad607e9fe0d58ce711f3c94212950114e,2945052,abcat0701002,new call of duty,00:31.7,58:33.4
74ead883233f9a3849a116d354f8cf6ff336fdb7,1011491,abcat0701002,FIFA soccer 2012,51:28.7,51:00.3
74ee60695e7c49f915a5c82e560090a963c76803,9854804,abcat0701002,gears of war xbox,37:11.2,36:20.8
74f8596f3e11bee89bca9658bb2a589d9dd6fb5b,1991044,abcat0701002,Mortal combat,19:21.1,18:10.3
74faec3ce0cba93a3b797d7fda4a4531b25a43a3,2671044,abcat0701002,3G tv,55:03.5,51:39.5
74fc12b757d24046186a3edd72d7787c4088aab2,2107458,abcat0701002,battlefield 3,13:07.3,12:29.5
7500002d4a02e0d8b2a002e546c269f9bf43283a,2541184,abcat0701002,Dead island,11:37.7,11:28.7
750027ca529fbdd3ec998741229b9cdb70ff80d5,2670133,abcat0701002,Call of duty 3,49:14.8,48:58.2
7500a12fb638ba0db18f41c76633d25fa5da8bf2,2670133,abcat0701002,call of duty modern warfare 3,37:20.9,36:27.8
7503f242f5e2c4d7b2ead34687cb3bc88e499691,2173065,abcat0701002,Xbox 360 console,36:38.2,32:53.5
750b3c9ed522386aa7823d250e71a2cebd74738f,2953607,abcat0701002,Forza 4,34:01.0,33:49.0
750f4722874eeec9cd4600a2ebc6dbd893988410,9854804,abcat0701002,bose,05:47.1,01:41.8
750f4722874eeec9cd4600a2ebc6dbd893988410,2375195,abcat0701002,bose,06:19.2,01:41.8
750fa870d04e0cbf3b3f95237237cb53b53bb850,2953607,abcat0701002,Forza 4,59:52.5,59:44.4
7510e2385df80c051d7c938f5c3752feb051c029,2107458,abcat0701002,battlefield 3,25:03.5,24:52.0
75112bead1f0443efa9cf8251d9145eb7e57b702,1228939,abcat0701002,Rage,29:18.4,29:08.7
75114a38fc6dbad28f0bb2cb855081038f15e089,2467129,abcat0701002,Gears of War 3,07:52.1,07:30.8
7515457daf45546a179018bb5bce056525311ce3,2670133,abcat0701002,Modern warfare 3,43:04.0,42:47.5
75158e139275c5f613b64725482e18290620a83c,2856517,abcat0701002,gears 3,30:35.9,29:46.7
751727b93cc49d4e5d29e15b746823c6aa9f55a2,2633103,abcat0701002,Rocksmitj,04:03.5,03:44.2
7517b93feb2f3563496f09bfcff4689598a1ffe3,2802508,abcat0701002,Just dance,16:16.6,14:54.3
7518bfae4c4b6ce06099433a7bf0d3f695ed11d7,9902347,abcat0701002,star wars the force unleashed2 the game for wii,30:51.6,30:23.3
751983a3f5ac1396ea844b31d31578d3146e3505,2945052,abcat0701002,Call of duty 3,24:04.3,23:55.8
751b69a6c7e75f03bc8d0ff9b629188e542cd3fb,2541184,abcat0701002,Dead island,39:06.3,38:50.0
751e02aec4d9a33cc946fce3cf0062a999a11207,2945052,abcat0701002,modern warfare,28:44.1,28:38.4
751f5137d5016df8720efe5e8a1e449f6ffcec72,2173065,abcat0701002,batman,02:11.2,59:56.9
751f5137d5016df8720efe5e8a1e449f6ffcec72,2173065,abcat0701002,batman arkham city,02:16.5,02:05.3
751f95732371100cfef01b9a38df46d1f7b05c3e,2670133,abcat0701002,mw3,56:40.0,54:18.3
75204e21146b1f48fa79c42adce5a08d95fd9ba9,7959033,abcat0701002,grand theft auto,44:22.7,43:52.0
7520a30c2febda3b36300370b07f1ae370e0448b,2078113,abcat0701002,xbox360,09:31.9,09:23.2
75227deb057faf846140306eeea6f3ac13b8b3ed,2670133,abcat0701002,modern warfare 3,39:05.7,38:23.0
752394fd0a765d5f2dd5689c9ccc14fa140cd5ca,2541184,abcat0701002,Dead island,21:41.5,21:31.8
7525aa4e51484a8b1bb604804975fe66e3e0e609,2078113,abcat0701002,X bow,54:48.7,53:33.4
7527a67071c43f15335ac639901db9ef93b83c69,3021387,abcat0701002,Wwe 12,53:58.4,53:49.4
